Date,Hour_x,Hour_y,DOTW_x,DOTW_y,Holi,Temp,Humi,WS,THI,WCT,Cons_1,Holi_1,Cons_7,Holi_7,Cons_avg,Consumption
2016-01-13 0:00,0,1,0.974927912,-0.222520934,0,6,80,8,44.472,4.308859696,320,0,0,0,0,270
2016-01-13 1:00,0.258819045,0.965925826,0.433883739,-0.900968868,0,5.3,88,8,42.62636,3.486698591,1190,0,0,0,0,190
2016-01-13 2:00,0.5,0.866025404,0.433883739,-0.900968868,0,5.3,91,8,42.35477,3.486698591,670,0,0,0,0,280
2016-01-13 3:00,0.707106781,0.707106781,0.433883739,-0.900968868,0,5.5,89,8,42.87405,3.721601764,260,0,0,0,0,260
2016-01-13 4:00,0.866025404,0.5,0.433883739,-0.900968868,0,5.4,89,8,42.70494,3.604150178,220,0,0,0,0,210
2016-01-13 5:00,0.965925826,0.258819045,0.433883739,-0.900968868,0,5.2,90,8,42.2752,3.369247005,280,0,0,0,0,270
2016-01-13 6:00,1,6.12E-17,0.433883739,-0.900968868,0,5,90,7,41.935,3.411112302,260,0,0,0,0,220
2016-01-13 7:00,0.965925826,-0.258819045,0.433883739,-0.900968868,0,5.1,89,6,42.19761,3.83831451,230,0,0,0,0,490
2016-01-13 8:00,0.866025404,-0.5,0.433883739,-0.900968868,0,5,90,5,41.935,4.082845877,440,0,0,0,0,310
2016-01-13 9:00,0.707106781,-0.707106781,0.433883739,-0.900968868,0,5,88,4,42.122,4.508796972,430,0,0,0,0,1610
2016-01-13 10:00,0.5,-0.866025404,0.433883739,-0.900968868,0,5,88,5,42.122,4.082845877,470,0,0,0,0,1010
2016-01-13 11:00,0.258819045,-0.965925826,0.433883739,-0.900968868,0,5.5,81,5,43.58245,4.65007286,1170,0,0,0,0,340
2016-01-13 12:00,1.22E-16,-1,0.433883739,-0.900968868,0,6,76,6,44.8064,4.872988683,340,0,0,0,0,370
2016-01-13 13:00,-0.258819045,-0.965925826,0.433883739,-0.900968868,0,5.5,78,5,43.8481,4.65007286,1120,0,0,0,0,240
2016-01-13 14:00,-0.5,-0.866025404,0.433883739,-0.900968868,0,6.9,71,5,46.58601,6.238308413,910,0,0,0,0,220
2016-01-13 15:00,-0.707106781,-0.707106781,0.433883739,-0.900968868,0,6.3,69,6,45.83953,5.217880074,810,0,0,0,0,270
2016-01-13 16:00,-0.866025404,-0.5,0.433883739,-0.900968868,0,6.4,63,4,46.46668,6.07184526,200,0,0,0,0,280
2016-01-13 17:00,-0.965925826,-0.258819045,0.433883739,-0.900968868,0,5,71,3,43.7115,5.035972898,270,0,0,0,0,500
2016-01-13 18:00,-1,-1.84E-16,0.433883739,-0.900968868,0,3.7,77,3,41.10651,3.613517157,1330,0,0,0,0,590
2016-01-13 19:00,-0.965925826,0.258819045,0.433883739,-0.900968868,0,2.7,89,3,38.13897,2.519320433,320,0,0,0,0,710
2016-01-13 20:00,-0.866025404,0.5,0.433883739,-0.900968868,0,3.2,88,5,39.09584,2.040828738,340,0,0,0,0,1290
2016-01-13 21:00,-0.707106781,0.707106781,0.433883739,-0.900968868,0,3,89,5,38.6463,1.813937944,310,0,0,0,0,1450
2016-01-13 22:00,-0.5,0.866025404,0.433883739,-0.900968868,0,2.7,88,5,38.25524,1.473601754,230,0,0,0,0,2040
2016-01-13 23:00,-0.258819045,0.965925826,0.433883739,-0.900968868,0,3.2,86,6,39.31848,1.654002367,280,0,0,0,0,550
2016-01-14 0:00,0,1,0.433883739,-0.900968868,0,2.8,89,5,38.30808,1.587047151,270,0,0,0,0,270
2016-01-14 1:00,0.258819045,0.965925826,-0.433883739,-0.900968868,0,2.9,90,5,38.3629,1.700492548,190,0,0,0,0,280
2016-01-14 2:00,0.5,0.866025404,-0.433883739,-0.900968868,0,2.8,93,5,37.84696,1.587047151,280,0,0,0,0,210
2016-01-14 3:00,0.707106781,0.707106781,-0.433883739,-0.900968868,0,3.2,89,6,38.98452,1.654002367,260,0,0,0,0,270
2016-01-14 4:00,0.866025404,0.5,-0.433883739,-0.900968868,0,3.4,89,5,39.32274,2.267719531,210,0,0,0,0,240
2016-01-14 5:00,0.965925826,0.258819045,-0.433883739,-0.900968868,0,3.3,90,6,39.0433,1.768966164,270,0,0,0,0,230
2016-01-14 6:00,1,6.12E-17,-0.433883739,-0.900968868,0,3.4,90,5,39.2134,2.267719531,220,0,0,0,0,280
2016-01-14 7:00,0.965925826,-0.258819045,-0.433883739,-0.900968868,0,4,89,9,40.3374,1.70022348,490,0,0,0,0,260
2016-01-14 8:00,0.866025404,-0.5,-0.433883739,-0.900968868,0,3.7,92,8,39.51096,1.607473209,310,0,0,0,0,1390
2016-01-14 9:00,0.707106781,-0.707106781,-0.433883739,-0.900968868,0,1.3,98,3,34.60026,0.987445019,1610,0,0,0,0,990
2016-01-14 10:00,0.5,-0.866025404,-0.433883739,-0.900968868,0,1.9,95,6,36.04095,0.159473007,1010,0,0,0,0,1300
2016-01-14 11:00,0.258819045,-0.965925826,-0.433883739,-0.900968868,0,2.3,93,4,36.98161,1.494346703,340,0,0,0,0,3300
2016-01-14 12:00,1.22E-16,-1,-0.433883739,-0.900968868,0,2.9,92,5,38.13432,1.700492548,370,0,0,0,0,1230
2016-01-14 13:00,-0.258819045,-0.965925826,-0.433883739,-0.900968868,0,4.2,88,6,40.77704,2.803640337,240,0,0,0,0,1550
2016-01-14 14:00,-0.5,-0.866025404,-0.433883739,-0.900968868,0,4.8,85,6,42.0722,3.493423119,220,0,0,0,0,420
2016-01-14 15:00,-0.707106781,-0.707106781,-0.433883739,-0.900968868,0,5.5,84,6,43.3168,4.298169698,270,0,0,0,0,720
2016-01-14 16:00,-0.866025404,-0.5,-0.433883739,-0.900968868,0,5.4,79,6,43.60034,4.183205901,280,0,0,0,0,260
2016-01-14 17:00,-0.965925826,-0.258819045,-0.433883739,-0.900968868,0,4.6,76,7,42.61904,2.945981907,500,0,0,0,0,2730
2016-01-14 18:00,-1,-1.84E-16,-0.433883739,-0.900968868,0,4.5,76,6,42.4628,3.148531728,590,0,0,0,0,1610
2016-01-14 19:00,-0.965925826,0.258819045,-0.433883739,-0.900968868,0,4,77,7,41.5782,2.248286313,710,0,0,0,0,1590
2016-01-14 20:00,-0.866025404,0.5,-0.433883739,-0.900968868,0,3.4,86,8,39.65076,1.25511845,1290,0,0,0,0,1100
2016-01-14 21:00,-0.707106781,0.707106781,-0.433883739,-0.900968868,0,4,70,10,42.302,1.463817283,1450,0,0,0,0,700
2016-01-14 22:00,-0.5,0.866025404,-0.433883739,-0.900968868,0,3.5,70,8,41.5505,1.372570037,2040,0,0,0,0,620
2016-01-14 23:00,-0.258819045,0.965925826,-0.433883739,-0.900968868,0,1.4,92,7,35.55312,-0.775061258,550,0,0,0,0,290
2016-01-15 0:00,0,1,-0.433883739,-0.900968868,0,0.8,94,9,34.25048,-2.091893082,270,0,0,0,0,230
2016-01-15 1:00,0.258819045,0.965925826,-0.974927912,-0.222520934,0,0,100,10,32,-3.314650193,280,0,0,0,0,320
2016-01-15 2:00,0.5,0.866025404,-0.974927912,-0.222520934,0,0.4,99,10,32.85904,-2.836803446,210,0,0,0,0,310
2016-01-15 3:00,0.707106781,0.707106781,-0.974927912,-0.222520934,0,1.3,92,11,35.38104,-2.002742439,270,0,0,0,0,260
2016-01-15 4:00,0.866025404,0.5,-0.974927912,-0.222520934,0,2.7,83,10,38.83659,-0.089184647,240,0,0,0,0,270
2016-01-15 5:00,0.965925826,0.258819045,-0.974927912,-0.222520934,0,3,76,10,40.1192,0.269200414,230,0,0,0,0,310
2016-01-15 6:00,1,6.12E-17,-0.974927912,-0.222520934,0,3.2,72,10,40.87696,0.508123788,280,0,0,0,0,300
2016-01-15 7:00,0.965925826,-0.258819045,-0.974927912,-0.222520934,0,3.2,76,9,40.43168,0.75219434,260,0,0,0,0,290
2016-01-15 8:00,0.866025404,-0.5,-0.974927912,-0.222520934,0,3.2,78,8,40.20904,1.020215277,1390,0,0,0,0,290
2016-01-15 9:00,0.707106781,-0.707106781,-0.974927912,-0.222520934,0,3.2,80,10,39.9864,0.508123788,990,0,0,0,0,1760
2016-01-15 10:00,0.5,-0.866025404,-0.974927912,-0.222520934,0,3.2,82,9,39.76376,0.75219434,1300,0,0,0,0,900
2016-01-15 11:00,0.258819045,-0.965925826,-0.974927912,-0.222520934,0,3.9,82,8,40.89902,1.842376382,3300,0,0,0,0,1080
2016-01-15 12:00,1.22E-16,-1,-0.974927912,-0.222520934,0,3.7,88,9,39.93644,1.344712553,1230,0,0,0,0,420
2016-01-15 13:00,-0.258819045,-0.965925826,-0.974927912,-0.222520934,0,3.9,87,8,40.37707,1.842376382,1550,0,0,0,0,1660
2016-01-15 14:00,-0.5,-0.866025404,-0.974927912,-0.222520934,0,4.2,86,8,40.97988,2.194731141,420,0,0,0,0,780
2016-01-15 15:00,-0.707106781,-0.707106781,-0.974927912,-0.222520934,0,4.5,84,8,41.6752,2.5470859,720,0,0,0,0,380
2016-01-15 16:00,-0.866025404,-0.5,-0.974927912,-0.222520934,0,1.7,96,7,35.56468,-0.426213462,260,0,0,0,0,330
2016-01-15 17:00,-0.965925826,-0.258819045,-0.974927912,-0.222520934,0,2.2,94,7,36.68732,0.155199533,2730,0,0,0,0,380
2016-01-15 18:00,-1,-1.84E-16,-0.974927912,-0.222520934,0,2.9,93,5,38.02003,1.700492548,1610,0,0,0,0,580
2016-01-15 19:00,-0.965925826,0.258819045,-0.974927912,-0.222520934,0,2.5,93,7,37.32775,0.50404733,1590,0,0,0,0,1920
2016-01-15 20:00,-0.866025404,0.5,-0.974927912,-0.222520934,0,2.5,97,5,36.85475,1.246710961,1100,0,0,0,0,1180
2016-01-15 21:00,-0.707106781,0.707106781,-0.974927912,-0.222520934,0,2.2,97,4,36.32366,1.382700397,700,0,0,0,0,1360
2016-01-15 22:00,-0.5,0.866025404,-0.974927912,-0.222520934,0,2.2,96,4,36.44488,1.382700397,620,0,0,0,0,1460
2016-01-15 23:00,-0.258819045,0.965925826,-0.974927912,-0.222520934,0,2.7,95,3,37.44135,2.519320433,290,0,0,0,0,1150
2016-01-16 0:00,0,1,-0.974927912,-0.222520934,0,2.4,97,3,36.67772,2.191061415,230,0,0,0,0,360
2016-01-16 1:00,0.258819045,0.965925826,-0.781831482,0.623489802,1,2.25,96,4,36.5329,1.43852355,320,0,0,0,0,240
2016-01-16 2:00,0.5,0.866025404,-0.781831482,0.623489802,1,2.1,95,5,36.39105,0.792929374,310,0,0,0,0,310
2016-01-16 3:00,0.707106781,0.707106781,-0.781831482,0.623489802,1,1.5,95,2,35.34075,2.013201765,260,0,0,0,0,270
2016-01-16 4:00,0.866025404,0.5,-0.781831482,0.623489802,1,0.6,97,2,33.49118,1.05514785,270,0,0,0,0,270
2016-01-16 5:00,0.965925826,0.258819045,-0.781831482,0.623489802,1,0.6,96,3,33.62824,0.221507312,310,0,0,0,0,300
2016-01-16 6:00,1,6.12E-17,-0.781831482,0.623489802,1,0.5,96,3,33.4522,0.11208764,300,0,0,0,0,240
2016-01-16 7:00,0.965925826,-0.258819045,-0.781831482,0.623489802,1,1,96,3,34.3324,0.659186002,290,0,0,0,0,310
2016-01-16 8:00,0.866025404,-0.5,-0.781831482,0.623489802,1,1.2,96,3,34.68448,0.878025347,290,0,0,0,0,1820
2016-01-16 9:00,0.707106781,-0.707106781,-0.781831482,0.623489802,1,1.3,97,3,34.73039,0.987445019,1760,0,0,0,0,520
2016-01-16 10:00,0.5,-0.866025404,-0.781831482,0.623489802,1,2,95,3,36.216,1.753382726,900,0,0,0,0,360
2016-01-16 11:00,0.258819045,-0.965925826,-0.781831482,0.623489802,1,3.5,93,3,39.05845,3.394677812,1080,0,0,0,0,430
2016-01-16 12:00,1.22E-16,-1,-0.781831482,0.623489802,1,4.7,87,3,41.71411,4.707713881,420,0,0,0,0,320
2016-01-16 13:00,-0.258819045,-0.965925826,-0.781831482,0.623489802,1,5.9,66,5,45.49606,5.103854447,1660,0,0,0,0,480
2016-01-16 14:00,-0.5,-0.866025404,-0.781831482,0.623489802,1,5.8,80,4,44.1516,5.401967422,780,0,0,0,0,510
2016-01-16 15:00,-0.707106781,-0.707106781,-0.781831482,0.623489802,1,5.2,67,7,44.38016,3.6436775,380,0,0,0,0,420
2016-01-16 16:00,-0.866025404,-0.5,-0.781831482,0.623489802,1,4.1,71,4,42.34989,3.503980216,330,0,0,0,0,1260
2016-01-16 17:00,-0.965925826,-0.258819045,-0.781831482,0.623489802,1,1.6,88,3,36.40592,1.315704036,380,0,0,0,0,450
2016-01-16 18:00,-1,-1.84E-16,-0.781831482,0.623489802,1,2.5,78,7,39.1015,0.50404733,580,0,0,0,0,1790
2016-01-16 19:00,-0.965925826,0.258819045,-0.781831482,0.623489802,1,2,87,3,37.2016,1.753382726,1920,0,0,0,0,3310
2016-01-16 20:00,-0.866025404,0.5,-0.781831482,0.623489802,1,0.8,92,1,34.52064,2.5644,1180,0,0,0,0,1720
2016-01-16 21:00,-0.707106781,0.707106781,-0.781831482,0.623489802,1,0.4,96,5,33.27616,-1.135642368,1360,0,0,0,0,700
2016-01-16 22:00,-0.5,0.866025404,-0.781831482,0.623489802,1,0.5,98,2,33.1761,0.948697415,1460,0,0,0,0,1060
2016-01-16 23:00,-0.258819045,0.965925826,-0.781831482,0.623489802,1,1,93,3,34.7317,0.659186002,1150,0,0,0,0,640
2016-01-17 0:00,0,1,-0.781831482,0.623489802,1,0.5,96,2,33.4522,0.948697415,360,0,0,0,0,290
2016-01-17 1:00,0.258819045,0.965925826,-2.45E-16,1,1,0.8,96,3,33.98032,0.440346657,240,1,0,0,0,300
2016-01-17 2:00,0.5,0.866025404,-2.45E-16,1,1,1,93,3,34.7317,0.659186002,310,1,0,0,0,310
2016-01-17 3:00,0.707106781,0.707106781,-2.45E-16,1,1,0.4,98,4,32.99808,-0.626933116,270,1,0,0,0,240
2016-01-17 4:00,0.866025404,0.5,-2.45E-16,1,1,0.6,97,2,33.49118,1.05514785,270,1,0,0,0,320
2016-01-17 5:00,0.965925826,0.258819045,-2.45E-16,1,1,0.5,96,3,33.4522,0.11208764,300,1,0,0,0,310
2016-01-17 6:00,1,6.12E-17,-2.45E-16,1,1,0.4,97,3,33.13712,0.002667968,240,1,0,0,0,240
2016-01-17 7:00,0.965925826,-0.258819045,-2.45E-16,1,1,0.5,96,3,33.4522,0.11208764,310,1,0,0,0,410
2016-01-17 8:00,0.866025404,-0.5,-2.45E-16,1,1,-0.8,96,2,31.16368,-0.43515824,1820,1,0,0,0,2300
2016-01-17 9:00,0.707106781,-0.707106781,-2.45E-16,1,1,-0.8,93,2,31.61644,-0.43515824,520,1,0,0,0,1510
2016-01-17 10:00,0.5,-0.866025404,-2.45E-16,1,1,0.2,90,1,33.7702,1.9536,360,1,0,0,0,1580
2016-01-17 11:00,0.258819045,-0.965925826,-2.45E-16,1,1,1.3,87,1,36.03169,3.0734,430,1,0,0,0,630
2016-01-17 12:00,1.22E-16,-1,-2.45E-16,1,1,2.4,76,2,39.18176,2.971255681,320,1,0,0,0,1850
2016-01-17 13:00,-0.258819045,-0.965925826,-2.45E-16,1,1,2.9,71,2,40.53441,3.503507856,480,1,0,0,0,710
2016-01-17 14:00,-0.5,-0.866025404,-2.45E-16,1,1,3,63,2,41.5921,3.609958291,510,1,0,0,0,1320
2016-01-17 15:00,-0.707106781,-0.707106781,-2.45E-16,1,1,3.1,59,2,42.18471,3.716408726,420,1,0,0,0,510
2016-01-17 16:00,-0.866025404,-0.5,-2.45E-16,1,1,2.7,60,1,41.5108,4.4986,1260,1,0,0,0,480
2016-01-17 17:00,-0.965925826,-0.258819045,-2.45E-16,1,1,0.8,73,2,37.08716,1.26804872,450,1,0,0,0,490
2016-01-17 18:00,-1,-1.84E-16,-2.45E-16,1,1,-0.8,83,2,33.12564,-0.43515824,1790,1,0,0,0,2760
2016-01-17 19:00,-0.965925826,0.258819045,-2.45E-16,1,1,-1,79,2,33.4109,-0.64805911,3310,1,0,0,0,1590
2016-01-17 20:00,-0.866025404,0.5,-2.45E-16,1,1,-1.2,73,2,34.02176,-0.86095998,1720,1,0,0,0,620
2016-01-17 21:00,-0.707106781,0.707106781,-2.45E-16,1,1,-1.5,80,3,32.457,-2.076305808,700,1,0,0,0,800
2016-01-17 22:00,-0.5,0.866025404,-2.45E-16,1,1,-1.9,82,2,31.49258,-1.606113025,1060,1,0,0,0,570
2016-01-17 23:00,-0.258819045,0.965925826,-2.45E-16,1,1,-2.3,83,2,30.67809,-2.031914765,640,1,0,0,0,360
2016-01-18 0:00,0,1,-2.45E-16,1,1,-2.8,86,2,29.35008,-2.564166941,290,1,0,0,0,370
2016-01-18 1:00,0.258819045,0.965925826,0.781831482,0.623489802,0,-3.3,86,2,28.51938,-3.096419116,300,1,0,0,0,260
2016-01-18 2:00,0.5,0.866025404,0.781831482,0.623489802,0,-4,89,2,26.8086,-3.841572161,310,1,0,0,0,270
2016-01-18 3:00,0.707106781,0.707106781,0.781831482,0.623489802,0,-4,87,2,27.1738,-3.841572161,240,1,0,0,0,230
2016-01-18 4:00,0.866025404,0.5,0.781831482,0.623489802,0,-4,86,3,27.3564,-4.811797618,320,1,0,0,0,260
2016-01-18 5:00,0.965925826,0.258819045,0.781831482,0.623489802,0,-4,84,3,27.7216,-4.811797618,310,1,0,0,0,270
2016-01-18 6:00,1,6.12E-17,0.781831482,0.623489802,0,-4.5,87,3,26.33815,-5.35889598,240,1,0,0,0,210
2016-01-18 7:00,0.965925826,-0.258819045,0.781831482,0.623489802,0,-4.8,88,2,25.64624,-4.693175641,410,1,0,0,0,380
2016-01-18 8:00,0.866025404,-0.5,0.781831482,0.623489802,0,-4.5,87,2,26.33815,-4.373824336,2300,1,0,0,0,250
2016-01-18 9:00,0.707106781,-0.707106781,0.781831482,0.623489802,0,-4.1,86,2,27.19026,-3.948022596,1510,1,0,0,0,230
2016-01-18 10:00,0.5,-0.866025404,0.781831482,0.623489802,0,-3.5,87,1,28.00945,-1.813,1580,1,0,0,0,270
2016-01-18 11:00,0.258819045,-0.965925826,0.781831482,0.623489802,0,-2.2,80,3,31.3356,-2.842243515,630,1,0,0,0,200
2016-01-18 12:00,1.22E-16,-1,0.781831482,0.623489802,0,-1.4,74,3,33.55836,-1.966886136,1850,1,0,0,0,260
2016-01-18 13:00,-0.258819045,-0.965925826,0.781831482,0.623489802,0,-1.1,72,3,34.32892,-1.638627118,710,1,0,0,0,220
2016-01-18 14:00,-0.5,-0.866025404,0.781831482,0.623489802,0,-0.6,70,3,35.3882,-1.091528756,1320,1,0,0,0,260
2016-01-18 15:00,-0.707106781,-0.707106781,0.781831482,0.623489802,0,-0.4,67,3,36.12968,-0.872689412,510,1,0,0,0,260
2016-01-18 16:00,-0.866025404,-0.5,0.781831482,0.623489802,0,-0.5,70,2,35.5385,-0.115806935,480,1,0,0,0,200
2016-01-18 17:00,-0.965925826,-0.258819045,0.781831482,0.623489802,0,-1.2,82,2,32.62784,-0.86095998,490,1,0,0,0,270
2016-01-18 18:00,-1,-1.84E-16,0.781831482,0.623489802,0,-2,87,3,30.5164,-2.62340417,2760,1,330,0,888,200
2016-01-18 19:00,-0.965925826,0.258819045,0.781831482,0.623489802,0,-2.5,83,3,30.35175,-3.170502532,1590,1,1430,0,1194,2070
2016-01-18 20:00,-0.866025404,0.5,0.781831482,0.623489802,0,-2.5,78,3,31.1905,-3.170502532,620,1,690,0,920,1350
2016-01-18 21:00,-0.707106781,0.707106781,0.781831482,0.623489802,0,-3,83,2,29.5359,-2.777067811,800,1,780,0,920,3470
2016-01-18 22:00,-0.5,0.866025404,0.781831482,0.623489802,0,-4,86,2,27.3564,-3.841572161,570,1,620,0,994,1540
2016-01-18 23:00,-0.258819045,0.965925826,0.781831482,0.623489802,0,-4.9,88,1,25.47812,-3.2382,360,1,1550,0,764,330
2016-01-19 0:00,0,1,0.781831482,0.623489802,0,-4.5,87,1,26.33815,-2.831,370,1,320,0,290,260
2016-01-19 1:00,0.258819045,0.965925826,0.974927912,-0.222520934,0,-4.6,91,1,25.41686,-2.9328,260,0,1190,0,448,280
2016-01-19 2:00,0.5,0.866025404,0.974927912,-0.222520934,0,-4.3,88,1,26.48684,-2.6274,270,0,670,0,348,250
2016-01-19 3:00,0.707106781,0.707106781,0.974927912,-0.222520934,0,-4.5,91,1,25.58795,-2.831,230,0,260,0,256,220
2016-01-19 4:00,0.866025404,0.5,0.974927912,-0.222520934,0,-4.1,89,1,26.63949,-2.4238,260,0,220,0,240,280
2016-01-19 5:00,0.965925826,0.258819045,0.974927912,-0.222520934,0,-4.1,89,1,26.63949,-2.4238,270,0,280,0,272,190
2016-01-19 6:00,1,6.12E-17,0.974927912,-0.222520934,0,-4.5,91,1,25.58795,-2.831,210,0,260,0,254,270
2016-01-19 7:00,0.965925826,-0.258819045,0.974927912,-0.222520934,0,-4.3,90,1,26.1157,-2.6274,380,0,230,0,330,270
2016-01-19 8:00,0.866025404,-0.5,0.974927912,-0.222520934,0,-4.3,89,1,26.30127,-2.6274,250,0,440,0,536,260
2016-01-19 9:00,0.707106781,-0.707106781,0.974927912,-0.222520934,0,-4.9,93,1,24.52057,-3.2382,230,0,430,0,1004,250
2016-01-19 10:00,0.5,-0.866025404,0.974927912,-0.222520934,0,-3.7,91,1,26.95667,-2.0166,270,0,470,0,790,200
2016-01-19 11:00,0.258819045,-0.965925826,0.974927912,-0.222520934,0,-2.4,81,1,30.84844,-0.6932,200,0,1170,0,1218,270
2016-01-19 12:00,1.22E-16,-1,0.974927912,-0.222520934,0,-1.6,75,1,33.091,0.1212,260,0,340,0,524,210
2016-01-19 13:00,-0.258819045,-0.965925826,0.974927912,-0.222520934,0,0,64,1,37.148,1.75,220,0,1120,0,958,260
2016-01-19 14:00,-0.5,-0.866025404,0.974927912,-0.222520934,0,-0.2,68,1,36.27936,1.5464,260,0,910,0,518,200
2016-01-19 15:00,-0.707106781,-0.707106781,0.974927912,-0.222520934,0,1.7,57,1,40.48531,3.4806,260,0,810,0,488,260
2016-01-19 16:00,-0.866025404,-0.5,0.974927912,-0.222520934,0,0.3,62,1,37.86114,2.0554,200,0,200,0,254,220
2016-01-19 17:00,-0.965925826,-0.258819045,0.974927912,-0.222520934,0,-0.5,74,1,34.9467,1.241,270,0,270,0,830,270
2016-01-19 18:00,-1,-1.84E-16,0.974927912,-0.222520934,0,-2,83,1,31.1676,-0.286,200,0,1330,0,773.3333333,730
2016-01-19 19:00,-0.965925826,0.258819045,0.974927912,-0.222520934,0,-2.7,88,1,29.17676,-0.9986,2070,0,320,0,1340,810
2016-01-19 20:00,-0.866025404,0.5,0.974927912,-0.222520934,0,-3,89,0,28.4997,11.2555,1350,0,340,0,991.6666667,2300
2016-01-19 21:00,-0.707106781,0.707106781,0.974927912,-0.222520934,0,-4.5,94,2,25.0253,-4.373824336,3470,0,310,0,1345,2780
2016-01-19 22:00,-0.5,0.866025404,0.974927912,-0.222520934,0,-3.6,91,1,27.12776,-1.9148,1540,0,230,0,1085,660
2016-01-19 23:00,-0.258819045,0.965925826,0.974927912,-0.222520934,0,-4,91,1,26.4434,-2.322,330,0,280,0,691.6666667,270
2016-01-20 0:00,0,1,0.974927912,-0.222520934,0,-4.5,94,1,25.0253,-2.831,260,0,270,0,285,270
2016-01-20 1:00,0.258819045,0.965925826,0.433883739,-0.900968868,0,-4.8,94,2,24.50312,-4.693175641,280,0,190,0,420,210
