Date,Actual,Predict
2016-04-18 23:00,270,270.1363347318674
2016-04-19 0:00,310,310.0248023813425
2016-04-19 1:00,320,320.0073196215808
2016-04-19 2:00,230,230.445667372519
2016-04-19 3:00,310,310.0183022074647
2016-04-19 4:00,320,320.01317581601677
2016-04-19 5:00,310,310.02215317590554
2016-04-19 6:00,680,679.8913391300746
2016-04-19 7:00,460,459.8531379141766
2016-04-19 8:00,780,779.8133129964235
2016-04-19 9:00,310,310.04373995009047
2016-04-19 10:00,300,299.98470420056896
2016-04-19 11:00,240,240.5809346216283
2016-04-19 12:00,310,310.03347174247835
2016-04-19 13:00,310,310.04472198426885
2016-04-19 14:00,250,249.51076606335343
2016-04-19 15:00,320,320.05259609490736
2016-04-19 16:00,290,289.9149854990349
2016-04-19 17:00,340,339.9626457234858
2016-04-19 18:00,1600,1606.559212910398
2016-04-19 19:00,700,698.5030494730185
2016-04-19 20:00,680,680.0562094762274
2016-04-19 21:00,500,500.4413390860673
2016-04-19 22:00,330,329.96849660738866
2016-04-19 23:00,310,310.01253148395807
2016-04-20 0:00,230,230.0966370463196
2016-04-20 1:00,330,330.02221101660456
2016-04-20 2:00,310,310.0205055728898
2016-04-20 3:00,240,240.1523719634503
2016-04-20 4:00,310,310.0100140124975
2016-04-20 5:00,320,320.0150230694731
2016-04-20 6:00,280,280.1199362792915
2016-04-20 7:00,420,420.0465341639537
2016-04-20 8:00,330,330.0298880953738
2016-04-20 9:00,350,350.0701992198552
2016-04-20 10:00,350,350.0921537485169
2016-04-20 11:00,390,389.87225578037857
2016-04-20 12:00,250,249.3830466080951
2016-04-20 13:00,310,309.88823224643124
2016-04-20 14:00,350,350.17406128735524
2016-04-20 15:00,1050,1045.4959936554162
2016-04-20 16:00,460,465.72530133100673
2016-04-20 17:00,420,426.061122503218
2016-04-20 18:00,1380,1366.758367250249
2016-04-20 19:00,1440,1436.2600806332284
2016-04-20 20:00,710,710.2808186150202
2016-04-20 21:00,630,629.8340360316106
2016-04-20 22:00,410,409.9728551337569
2016-04-20 23:00,320,320.01281623876406
2016-04-21 0:00,230,230.221567886966
2016-04-21 1:00,320,320.01104565345145
2016-04-21 2:00,330,330.01159955849255
2016-04-21 3:00,300,300.00150335550535
2016-04-21 4:00,240,240.21437615959113
2016-04-21 5:00,320,320.0187397961349
2016-04-21 6:00,420,419.908532295882
2016-04-21 7:00,330,330.007448326404
2016-04-21 8:00,280,280.0044369766349
2016-04-21 9:00,320,320.05352017265767
2016-04-21 10:00,310,310.0473958986751
2016-04-21 11:00,300,300.0116560450288
2016-04-21 12:00,330,329.51558606319065
2016-04-21 13:00,310,316.7090636782539
2016-04-21 14:00,380,386.2444751384609
2016-04-21 15:00,360,366.40086474329195
2016-04-21 16:00,430,436.116761430555
2016-04-21 17:00,490,495.4850974130031
2016-04-21 18:00,1250,1256.4945517580036
2016-04-21 19:00,1110,1112.7570352642936
2016-04-21 20:00,710,715.4401982471185
2016-04-21 21:00,1030,1027.9638139974334
2016-04-21 22:00,420,427.4716184095563
2016-04-21 23:00,400,400.03709267520895
2016-04-22 0:00,420,420.0764233196058
2016-04-22 1:00,350,349.9828737932881
2016-04-22 2:00,390,389.88362888329885
2016-04-22 3:00,410,410.0929054549611
2016-04-22 4:00,390,389.820327598689
2016-04-22 5:00,410,410.0994822146988
2016-04-22 6:00,470,469.890190961582
2016-04-22 7:00,370,369.15460060286836
2016-04-22 8:00,1010,1008.1728106493266
2016-04-22 9:00,1660,1652.765545883807
2016-04-22 10:00,1880,1892.4445371096515
2016-04-22 11:00,2340,2355.1088848083714
2016-04-22 12:00,1550,1555.7020633412164
2016-04-22 13:00,2200,2229.4513893425137
2016-04-22 14:00,1440,1438.1456714462925
2016-04-22 15:00,500,500.7199935053096
2016-04-22 16:00,2150,2171.170910032373
2016-04-22 17:00,1310,1309.9571957006515
2016-04-22 18:00,2580,2783.6877631187326
2016-04-22 19:00,850,849.6187544729182
2016-04-22 20:00,610,609.7806473847046
2016-04-22 21:00,640,640.340632653661
2016-04-22 22:00,380,380.11484946489963
2016-04-22 23:00,340,339.98239043805006
2016-04-23 0:00,320,319.9724641393013
2016-04-23 1:00,340,340.0150632511003
2016-04-23 2:00,300,300.01588387341934
2016-04-23 3:00,340,340.00311741181343
2016-04-23 4:00,300,300.0178440762244
2016-04-23 5:00,340,339.9966069404437
2016-04-23 6:00,310,309.9942861729779
2016-04-23 7:00,330,330.01074758661076
2016-04-23 8:00,340,340.1013435761281
2016-04-23 9:00,390,390.0602572283949
2016-04-23 10:00,1270,1276.4874575146907
2016-04-23 11:00,970,970.8771942957014
2016-04-23 12:00,1880,1900.1610087397103
2016-04-23 13:00,940,938.5527067729425
2016-04-23 14:00,800,808.8694357304294
2016-04-23 15:00,660,660.5797541653392
2016-04-23 16:00,510,510.7804953191638
2016-04-23 17:00,410,409.3700053753967
2016-04-23 18:00,470,470.521353693918
2016-04-23 19:00,1690,1675.1876879413544
2016-04-23 20:00,700,699.8990267352511
2016-04-23 21:00,670,670.0246105939905
2016-04-23 22:00,460,460.04788713152084
2016-04-23 23:00,350,350.02637087844033
2016-04-24 0:00,360,360.00021972972246
2016-04-24 1:00,330,330.0217019647173
2016-04-24 2:00,310,310.0099634661912
2016-04-24 3:00,310,310.01805871075294
2016-04-24 4:00,340,340.02437510344885
2016-04-24 5:00,350,350.0127486890717
2016-04-24 6:00,330,330.0085755506828
2016-04-24 7:00,310,310.0182773578182
2016-04-24 8:00,460,459.97819922046995
2016-04-24 9:00,550,549.8170276968449
2016-04-24 10:00,1050,1048.8599781236676
2016-04-24 11:00,560,560.7524176091597
2016-04-24 12:00,940,940.4661611613435
2016-04-24 13:00,400,400.0034335399344
2016-04-24 14:00,340,339.9812377674038
2016-04-24 15:00,390,390.0134520734127
2016-04-24 16:00,410,410.0048797315871
2016-04-24 17:00,490,489.8756800537714
2016-04-24 18:00,670,670.382854576927
2016-04-24 19:00,640,640.2222497759941
2016-04-24 20:00,590,589.8580515176199
2016-04-24 21:00,630,629.7153893539149
2016-04-24 22:00,530,530.6171006984051
2016-04-24 23:00,420,420.026389514389
2016-04-25 0:00,440,439.9815223375559
2016-04-25 1:00,430,430.1713512772677
2016-04-25 2:00,410,410.1017507007588
2016-04-25 3:00,340,340.0215567597033
2016-04-25 4:00,400,399.9699826870735
2016-04-25 5:00,410,410.1006502499052
2016-04-25 6:00,480,480.0277598688505
2016-04-25 7:00,280,280.01068021792565
2016-04-25 8:00,360,360.0141487730545
2016-04-25 9:00,390,389.9754853021879
2016-04-25 10:00,320,320.0643391788772
2016-04-25 11:00,400,399.8642704576244
2016-04-25 12:00,370,369.99164297524
2016-04-25 13:00,400,400.0040072586523
2016-04-25 14:00,320,320.0472904928269
2016-04-25 15:00,380,380.1432950156568
2016-04-25 16:00,390,389.8737102461683
2016-04-25 17:00,460,459.8707424276309
2016-04-25 18:00,1160,1163.924040691506
2016-04-25 19:00,740,739.7937644886707
2016-04-25 20:00,610,609.8992622394479
2016-04-25 21:00,600,599.5746790175644
2016-04-25 22:00,390,390.0540049819278
2016-04-25 23:00,400,399.9841351482566
2016-04-26 0:00,350,349.9907698465107
2016-04-26 1:00,320,319.9743091028759
2016-04-26 2:00,320,319.9998397141091
2016-04-26 3:00,310,310.0166680771908
2016-04-26 4:00,240,240.43958652364452
2016-04-26 5:00,330,330.0189338312729
2016-04-26 6:00,690,690.5679936468154
2016-04-26 7:00,390,390.04127571424476
2016-04-26 8:00,790,790.0743917902681
2016-04-26 9:00,300,299.9963430733637
2016-04-26 10:00,330,330.03878116877183
2016-04-26 11:00,240,240.89328230456795
2016-04-26 12:00,310,310.08202734103725
2016-04-26 13:00,310,310.0517542034823
2016-04-26 14:00,300,299.97452237442826
2016-04-26 15:00,260,259.9647151322504
2016-04-26 16:00,310,310.0446305250894
2016-04-26 17:00,520,519.9006540368111
2016-04-26 18:00,1570,1577.0511403719456
2016-04-26 19:00,590,589.8133969970169
2016-04-26 20:00,690,689.5748754164669
2016-04-26 21:00,570,569.9752160300222
2016-04-26 22:00,410,410.0878471603723
2016-04-26 23:00,270,270.027314385242
2016-04-27 0:00,310,310.03601177949326
2016-04-27 1:00,310,310.0102667372974
2016-04-27 2:00,250,249.64823282001188
2016-04-27 3:00,300,300.01584964551586
2016-04-27 4:00,320,320.00841810211585
2016-04-27 5:00,340,340.00800915056027
2016-04-27 6:00,260,260.19346763580484
2016-04-27 7:00,370,369.95227724755256
2016-04-27 8:00,390,390.1229121860451
2016-04-27 9:00,420,420.03678089209467
2016-04-27 10:00,460,460.2431137490117
2016-04-27 11:00,450,450.30916359883804
2016-04-27 12:00,320,320.0485116547897
2016-04-27 13:00,390,389.86477541274286
2016-04-27 14:00,570,570.0255388358428
2016-04-27 15:00,460,460.340173742151
2016-04-27 16:00,600,599.8478955242272
2016-04-27 17:00,520,519.9643260536666
2016-04-27 18:00,910,906.7548554045715
2016-04-27 19:00,720,719.905007166256
2016-04-27 20:00,620,620.868129415679
2016-04-27 21:00,630,630.5415701027011
2016-04-27 22:00,390,390.07581904328396
2016-04-27 23:00,420,420.0327456990699
2016-04-28 0:00,390,389.91523856205646
2016-04-28 1:00,280,280.04667162408043
2016-04-28 2:00,310,310.0232588752578
2016-04-28 3:00,310,310.0155623742927
2016-04-28 4:00,250,250.03445101331843
2016-04-28 5:00,310,310.0244738335929
2016-04-28 6:00,700,700.4799520519197
2016-04-28 7:00,410,410.07034517768614
2016-04-28 8:00,970,967.7356932540498
2016-04-28 9:00,450,450.29099753211966
2016-04-28 10:00,410,409.99545899839296
2016-04-28 11:00,450,450.32012074043234
2016-04-28 12:00,330,330.056504116181
2016-04-28 13:00,240,240.73428029467303
2016-04-28 14:00,310,309.98789990679126
2016-04-28 15:00,340,340.08619406975805
2016-04-28 16:00,420,419.9855419549171
2016-04-28 17:00,1130,1117.2608520772988
2016-04-28 18:00,1830,1833.9447242219596
2016-04-28 19:00,2200,2247.7484023712796
2016-04-28 20:00,610,610.4055315570704
2016-04-28 21:00,620,620.8873321741406
2016-04-28 22:00,310,309.98822558018503
2016-04-28 23:00,300,300.0229354525628
2016-04-29 0:00,290,290.0249356449923
2016-04-29 1:00,270,270.00997533302746
2016-04-29 2:00,320,319.97168126493386
2016-04-29 3:00,320,319.9698326355628
2016-04-29 4:00,250,250.1065628400303
2016-04-29 5:00,290,289.96795264343496
2016-04-29 6:00,330,330.0027002664126
2016-04-29 7:00,890,890.0878500668115
2016-04-29 8:00,1960,1988.0719579062686
2016-04-29 9:00,470,470.00609470399917
2016-04-29 10:00,320,319.2593378880556
2016-04-29 11:00,210,208.09163864256644
2016-04-29 12:00,1950,1951.5429549331463
2016-04-29 13:00,960,959.2897497566108
2016-04-29 14:00,1310,1317.9629149215034
2016-04-29 15:00,1000,1008.7190381764211
2016-04-29 16:00,340,338.20885668016746
2016-04-29 17:00,550,550.0586359230823
2016-04-29 18:00,1320,1311.6469699352667
2016-04-29 19:00,710,710.4944543916779
2016-04-29 20:00,700,699.8329435729115
2016-04-29 21:00,610,610.0903269085215
2016-04-29 22:00,380,379.93674169698534
2016-04-29 23:00,300,300.0303255127643
2016-04-30 0:00,320,320.006940605304
2016-04-30 1:00,310,310.0083895552997
2016-04-30 2:00,250,250.08092016377154
2016-04-30 3:00,270,270.02713158358205
2016-04-30 4:00,330,330.0145380075041
2016-04-30 5:00,310,310.0195250134227
2016-04-30 6:00,320,320.0053603220467
2016-04-30 7:00,240,240.21348289314574
2016-04-30 8:00,390,390.34399393660135
2016-04-30 9:00,2150,2152.175622109344
2016-04-30 10:00,2090,2074.387232998592
2016-04-30 11:00,2330,2362.1625899169326
2016-04-30 12:00,720,719.7504817763539
2016-04-30 13:00,2200,2240.9019090156103
2016-04-30 14:00,870,869.8629110967664
2016-04-30 15:00,550,549.9582282196715
2016-04-30 16:00,1110,1106.8909218668632
2016-04-30 17:00,2190,2240.425830291328
2016-04-30 18:00,1290,1296.2105074106291
2016-04-30 19:00,420,420.12519454904583
2016-04-30 20:00,360,360.06110956439164
2016-04-30 21:00,430,430.1533948955293
2016-04-30 22:00,410,410.0756574291243
2016-04-30 23:00,430,430.14637382202
2016-05-01 0:00,250,249.52946747750846
2016-05-01 1:00,320,320.0112778508228
2016-05-01 2:00,310,310.0157213733541
2016-05-01 3:00,300,300.00934418209437
2016-05-01 4:00,250,250.08141117503342
2016-05-01 5:00,320,320.01544716675664
2016-05-01 6:00,320,320.0161055068265
2016-05-01 7:00,310,310.0048669296929
2016-05-01 8:00,360,360.0192793208004
2016-05-01 9:00,610,609.9422624394159
2016-05-01 10:00,420,420.0084887981554
2016-05-01 11:00,420,420.9352581762752
2016-05-01 12:00,560,560.4075640659618
2016-05-01 13:00,580,579.8423641368532
2016-05-01 14:00,460,460.40230574092527
2016-05-01 15:00,680,680.123098188076
2016-05-01 16:00,620,620.5523752748069
2016-05-01 17:00,1490,1481.9992054769737
2016-05-01 18:00,1970,1987.3672400111031
2016-05-01 19:00,1300,1295.4843736760306
2016-05-01 20:00,670,670.1715428013415
2016-05-01 21:00,650,650.0074094864017
2016-05-01 22:00,490,490.0625096588736
2016-05-01 23:00,380,380.05866120369535
2016-05-02 0:00,300,300.01385482026984
2016-05-02 1:00,340,339.99975755054004
2016-05-02 2:00,270,269.96639366519094
2016-05-02 3:00,270,269.9843377081488
2016-05-02 4:00,320,320.0092768893971
2016-05-02 5:00,330,330.00391499446454
2016-05-02 6:00,610,610.704790368148
2016-05-02 7:00,480,479.9927841114078
2016-05-02 8:00,1020,1021.3553775937471
2016-05-02 9:00,290,289.9452305911169
2016-05-02 10:00,340,339.9580640814493
2016-05-02 11:00,310,310.0859976731854
2016-05-02 12:00,320,326.6456160222493
2016-05-02 13:00,500,505.9688390840668
2016-05-02 14:00,510,515.6108363587891
2016-05-02 15:00,480,485.53617399492487
2016-05-02 16:00,460,465.67867939147504
2016-05-02 17:00,900,903.8402892498515
2016-05-02 18:00,1430,1434.0534326412615
2016-05-02 19:00,720,725.8845866806871
2016-05-02 20:00,830,830.7268826248451
2016-05-02 21:00,540,539.6999633202339
2016-05-02 22:00,360,360.01782111055905
2016-05-02 23:00,380,380.1038229503222
2016-05-03 0:00,310,310.02554034002446
2016-05-03 1:00,330,330.0231454863164
2016-05-03 2:00,250,250.19754493181648
2016-05-03 3:00,310,310.0245296908273
2016-05-03 4:00,310,310.02483759923376
2016-05-03 5:00,330,330.01273783063374
2016-05-03 6:00,300,300.01093770636675
2016-05-03 7:00,410,409.9220121470542
2016-05-03 8:00,310,309.97081574762495
2016-05-03 9:00,290,289.99092662286085
2016-05-03 10:00,260,259.96592711428855
2016-05-03 11:00,310,310.0150671179513
2016-05-03 12:00,320,319.90617785504145
2016-05-03 13:00,330,330.10991371841175
2016-05-03 14:00,230,231.33574092927705
2016-05-03 15:00,330,330.09779684678705
2016-05-03 16:00,320,319.79025247919833
2016-05-03 17:00,420,420.0502629336517
2016-05-03 18:00,1520,1521.4937675423166
2016-05-03 19:00,790,789.6844281524866
2016-05-03 20:00,790,790.2336338786295
2016-05-03 21:00,680,680.2092029256374
2016-05-03 22:00,340,339.9741960230356
2016-05-03 23:00,320,320.0058100545093
2016-05-04 0:00,240,240.31873382384975
2016-05-04 1:00,330,330.01597994933104
2016-05-04 2:00,310,310.0091421668886
2016-05-04 3:00,330,330.0123098669118
2016-05-04 4:00,210,210.7917130630932
2016-05-04 5:00,340,340.00261361141514
2016-05-04 6:00,400,400.08927274274663
2016-05-04 7:00,690,689.9394645411509
2016-05-04 8:00,350,349.9876714929763
2016-05-04 9:00,1080,1078.1811496695427
2016-05-04 10:00,420,420.0217476905668
2016-05-04 11:00,490,490.0792166223488
2016-05-04 12:00,450,449.8895850223672
2016-05-04 13:00,410,417.58466254720923
2016-05-04 14:00,400,406.1412637584544
2016-05-04 15:00,440,446.0164727833432
2016-05-04 16:00,420,426.0607850014397
2016-05-04 17:00,490,495.8459869828917
2016-05-04 18:00,720,725.0284823365662
2016-05-04 19:00,800,812.7940973850857
2016-05-04 20:00,620,627.4276662494877
2016-05-04 21:00,600,600.1348636189844
2016-05-04 22:00,420,419.93834618559026
2016-05-04 23:00,340,339.98882508617464
2016-05-05 0:00,310,310.0219333537004
2016-05-05 1:00,250,250.20372145028261
2016-05-05 2:00,340,340.013847228472
2016-05-05 3:00,320,320.0110930360267
2016-05-05 4:00,310,310.05448528585515
2016-05-05 5:00,300,300.0196162940348
2016-05-05 6:00,260,259.97746615266067
2016-05-05 7:00,460,459.82418335692677
2016-05-05 8:00,950,956.6217357567695
2016-05-05 9:00,1040,1045.3355385008385
2016-05-05 10:00,500,500.55993317617737
2016-05-05 11:00,550,555.5361549742951
2016-05-05 12:00,540,544.8287976618242
2016-05-05 13:00,560,565.2938502213624
2016-05-05 14:00,280,286.9020727464934
2016-05-05 15:00,320,326.644987830909
2016-05-05 16:00,350,356.46226525234647
2016-05-05 17:00,320,326.644987830909
2016-05-05 18:00,1650,1656.6059492644792
2016-05-05 19:00,560,565.4677510582628
2016-05-05 20:00,610,615.3696078919008
2016-05-05 21:00,580,585.570264789232
2016-05-05 22:00,400,399.6439142376078
2016-05-05 23:00,330,330.0228986219965
2016-05-06 0:00,330,330.03917905278047
2016-05-06 1:00,260,260.04896665503884
2016-05-06 2:00,340,339.996121916324
2016-05-06 3:00,310,310.00532360952775
2016-05-06 4:00,340,339.96652570139696
2016-05-06 5:00,310,309.990775691173
2016-05-06 6:00,300,299.9948227850751
2016-05-06 7:00,450,450.0242472942416
2016-05-06 8:00,1490,1483.4966384279821
2016-05-06 9:00,590,589.8895455111003
2016-05-06 10:00,1670,1671.9216172133688
2016-05-06 11:00,480,485.33931247621507
2016-05-06 12:00,940,946.9968502975889
2016-05-06 13:00,580,585.6604458161152
2016-05-06 14:00,460,466.03106428047283
2016-05-06 15:00,970,974.7743606599433
2016-05-06 16:00,440,445.8133086056164
2016-05-06 17:00,440,445.81638372503596
2016-05-06 18:00,700,705.1158838401933
2016-05-06 19:00,940,942.3697609070355
2016-05-06 20:00,780,784.073025564696
2016-05-06 21:00,660,665.3845495102016
2016-05-06 22:00,400,406.14148733678127
2016-05-06 23:00,320,319.71996190335426
2016-05-07 0:00,340,340.017523367578
2016-05-07 1:00,320,320.02347699815084
2016-05-07 2:00,340,346.52355861759577
2016-05-07 3:00,310,318.0766522366993
2016-05-07 4:00,330,330.00291238916714
2016-05-07 5:00,340,339.96799154481914
2016-05-07 6:00,290,290.00357562325087
2016-05-07 7:00,330,329.7518378342948
2016-05-07 8:00,930,931.8166414140151
2016-05-07 9:00,720,725.4066454870685
2016-05-07 10:00,930,936.5125870518692
2016-05-07 11:00,1120,1128.3954368820987
2016-05-07 12:00,920,924.206986069319
2016-05-07 13:00,510,515.8635043816744
2016-05-07 14:00,440,445.97703790027055
2016-05-07 15:00,570,575.6522794874189
2016-05-07 16:00,610,615.826157255293
2016-05-07 17:00,540,545.0371405866999
2016-05-07 18:00,490,495.81113828479624
2016-05-07 19:00,1750,1763.6165849197043
2016-05-07 20:00,700,704.9246890473582
2016-05-07 21:00,470,475.94099420344975
2016-05-07 22:00,360,366.40086474329195
2016-05-07 23:00,340,346.52355861759577
2016-05-08 0:00,340,339.682455633957
2016-05-08 1:00,350,350.0592944914974
2016-05-08 2:00,300,300.03722363004545
2016-05-08 3:00,340,340.00932117837283
2016-05-08 4:00,330,329.99080488845505
2016-05-08 5:00,310,309.74906219333894
2016-05-08 6:00,330,329.70004798597375
2016-05-08 7:00,310,309.736126521459
2016-05-08 8:00,370,376.3369338734043
2016-05-08 9:00,1360,1368.7414304050878
2016-05-08 10:00,940,942.864371951241
2016-05-08 11:00,450,456.09586181965983
2016-05-08 12:00,310,316.70599333398474
2016-05-08 13:00,340,346.52355861759577
2016-05-08 14:00,340,346.52355861759577
2016-05-08 15:00,320,326.6456160222493
2016-05-08 16:00,320,326.6456160222493
2016-05-08 17:00,340,346.52355861759577
2016-05-08 18:00,330,336.7376463677643
2016-05-08 19:00,290,296.83232129881503
2016-05-08 20:00,380,386.5275047535155
2016-05-08 21:00,470,475.8370225485042
2016-05-08 22:00,370,376.3690126097027
2016-05-08 23:00,340,346.52355861759577
2016-05-09 0:00,330,336.5839368470249
2016-05-09 1:00,320,326.65199041366253
2016-05-09 2:00,350,356.46226525234647
2016-05-09 3:00,330,336.5839368470249
2016-05-09 4:00,320,328.02178227402874
2016-05-09 5:00,380,379.89756066194815
2016-05-09 6:00,360,360.00268722358385
2016-05-09 7:00,330,330.0306776030315
2016-05-09 8:00,330,336.5839368470249
2016-05-09 9:00,390,396.1506771004174
2016-05-09 10:00,390,396.1506771004174
2016-05-09 11:00,320,326.6456160222493
2016-05-09 12:00,390,395.9608047593927
2016-05-09 13:00,820,825.3153366810565
2016-05-09 14:00,1030,1034.3833782098163
2016-05-09 15:00,520,525.5137213459407
2016-05-09 16:00,430,436.116761430555
2016-05-09 17:00,490,495.860022121219
2016-05-09 18:00,1630,1622.0261758764018
2016-05-09 19:00,730,734.7201175685988
2016-05-09 20:00,640,645.6791731116648
2016-05-09 21:00,540,544.8287976618242
2016-05-09 22:00,430,436.116761430555
2016-05-09 23:00,420,426.0607850014397
2016-05-10 0:00,350,356.46226525234647
2016-05-10 1:00,310,316.7090636782539
2016-05-10 2:00,340,346.52355861759577
2016-05-10 3:00,350,356.46372476831857
2016-05-10 4:00,320,326.65199041366253
2016-05-10 5:00,350,357.8390865069173
2016-05-10 6:00,400,406.1625931292674
2016-05-10 7:00,370,376.35096099390944
2016-05-10 8:00,350,356.46417159734494
2016-05-10 9:00,350,356.46417159734494
2016-05-10 10:00,320,326.65199041366253
2016-05-10 11:00,330,336.5839368470249
2016-05-10 12:00,340,346.52355861759577
2016-05-10 13:00,340,346.52355861759577
2016-05-10 14:00,320,326.6456160222493
2016-05-10 15:00,320,326.6456160222493
2016-05-10 16:00,350,356.46226525234647
2016-05-10 17:00,400,406.1496629903326
2016-05-10 18:00,820,825.4563266062216
2016-05-10 19:00,570,575.7305115662248
2016-05-10 20:00,620,625.9236626123978
2016-05-10 21:00,590,595.56031902136
2016-05-10 22:00,360,366.4032380473298
2016-05-10 23:00,350,356.46417159734494
2016-05-11 0:00,340,346.52355861759577
2016-05-11 1:00,310,316.7090636782539
2016-05-11 2:00,340,347.90072655592155
2016-05-11 3:00,340,347.89925837579074
2016-05-11 4:00,310,318.07620301505114
2016-05-11 5:00,320,326.65199041366253
2016-05-11 6:00,670,676.9008744241958
2016-05-11 7:00,410,409.5324503757755
2016-05-11 8:00,800,808.7490764731073
2016-05-11 9:00,600,605.55583702718
2016-05-11 10:00,410,416.18307153861724
2016-05-11 11:00,370,376.37229311793703
2016-05-11 12:00,350,356.46226525234647
2016-05-11 13:00,340,346.52355861759577
2016-05-11 14:00,460,466.0423998789949
2016-05-11 15:00,470,475.83790598805206
2016-05-11 16:00,450,455.95706890564065
2016-05-11 17:00,450,455.95706890564065
2016-05-11 18:00,590,595.4946795603294
2016-05-11 19:00,590,595.4852809977207
2016-05-11 20:00,580,585.5222148430544
2016-05-11 21:00,480,485.7791378528625
2016-05-11 22:00,350,356.46226525234647
2016-05-11 23:00,330,336.5839368470249
2016-05-12 0:00,350,349.68749382458145
2016-05-12 1:00,340,339.6604345198285
2016-05-12 2:00,340,339.6935555039265
2016-05-12 3:00,330,329.69922099527196
2016-05-12 4:00,310,309.73840520331646
2016-05-12 5:00,340,339.9743517948892
2016-05-12 6:00,360,359.9765628978502
2016-05-12 7:00,300,300.0060154733066
2016-05-12 8:00,340,339.6184744563638
2016-05-12 9:00,300,306.7658367726533
2016-05-12 10:00,310,316.7090636782539
2016-05-12 11:00,340,346.52355861759577
2016-05-12 12:00,300,306.7658367726533
2016-05-12 13:00,340,346.52355861759577
2016-05-12 14:00,340,346.52355861759577
2016-05-12 15:00,330,336.5839368470249
2016-05-12 16:00,460,465.73068510362623
2016-05-12 17:00,710,715.276805212878
2016-05-12 18:00,1250,1255.928561945523
2016-05-12 19:00,660,665.3869825495224
2016-05-12 20:00,740,744.8320283358737
2016-05-12 21:00,550,554.9896254777157
2016-05-12 22:00,410,416.2280154348198
2016-05-12 23:00,360,366.4032380473298
2016-05-13 0:00,350,349.70147500880006
2016-05-13 1:00,310,316.7090636782539
2016-05-13 2:00,330,336.5839368470249
2016-05-13 3:00,350,349.76083829986544
2016-05-13 4:00,340,339.6639849131784
2016-05-13 5:00,300,300.04688840080496
2016-05-13 6:00,360,359.96797855984846
2016-05-13 7:00,930,927.6503656306016
2016-05-13 8:00,1610,1610.0365170715374
2016-05-13 9:00,1560,1572.3918639502654
2016-05-13 10:00,440,446.17325742350215
2016-05-13 11:00,480,485.1662753524623
2016-05-13 12:00,2280,2306.442361968982
2016-05-13 13:00,1860,1899.7038789975422
2016-05-13 14:00,1470,1486.4302370133362
2016-05-13 15:00,2010,2006.805677826003
2016-05-13 16:00,1290,1306.4522371200223
2016-05-13 17:00,2040,2027.0255672209971
2016-05-13 18:00,1560,1572.006305430159
2016-05-13 19:00,1950,1945.7760256014124
2016-05-13 20:00,1080,1084.2177416996465
2016-05-13 21:00,660,665.375792663466
2016-05-13 22:00,360,360.0262538623603
2016-05-13 23:00,330,329.9772876599484
2016-05-14 0:00,360,360.04007008930995
2016-05-14 1:00,360,360.02321547553885
2016-05-14 2:00,380,379.96040314869316
2016-05-14 3:00,360,360.0095091658205
2016-05-14 4:00,360,360.0196683006174
2016-05-14 5:00,360,360.01658747951285
2016-05-14 6:00,340,340.0120615878195
2016-05-14 7:00,390,389.9437861270492
2016-05-14 8:00,960,957.2977394264402
2016-05-14 9:00,520,520.2041172424591
2016-05-14 10:00,1070,1063.909147903312
2016-05-14 11:00,630,630.2941836571505
2016-05-14 12:00,580,579.771157130891
